|	|__name_enus	|__quality	|__icon	|__screenshot	|__jsonequip__arcsplpwr	|__jsonequip__arcres	|__jsonequip__armor	|__jsonequip__def	|__jsonequip__buyprice	|__jsonequip__atkpwr	|__jsonequip__agi	|__jsonequip__classes	|__jsonequip__cooldown	|__jsonequip__avgbuyout	|__jsonequip__displayid	|__jsonequip__dmgmax1	|__jsonequip__dmgmin1	|__jsonequip__dmgrange	|__jsonequip__dmgtype1	|__jsonequip__dps	|__jsonequip__dura	|__jsonequip__feratkpwr	|__jsonequip__healthrgn	|__jsonequip__firsplpwr	|__jsonequip__itemset	|__jsonequip__firres	|__jsonequip__frores	|__jsonequip__holsplpwr	|__jsonequip__frosplpwr	|__jsonequip__int	|__jsonequip__manargn	|__jsonequip__maxcount	|__jsonequip__mlecritstrkpct	|__jsonequip__mledmgmax	|__jsonequip__mledmgmin	|__jsonequip__mledps	|__jsonequip__mlehitpct	|__jsonequip__mlespeed	|__jsonequip__natsplpwr	|__jsonequip__races	|__jsonequip__reqskill	|__jsonequip__reqskillrank	|__jsonequip__parrypct	|__jsonequip__natres	|__jsonequip__reqfaction	|__jsonequip__reqlevel	|__jsonequip__rgdatkpwr	|__jsonequip__reqrep	|__jsonequip__rgdcritstrkpct	|__jsonequip__rgddmgmax	|__jsonequip__rgddmgmin	|__jsonequip__rgddps	|__jsonequip__rgdspeed	|__jsonequip__rgdhitpct	|__jsonequip__sellprice	|__jsonequip__shasplpwr	|__jsonequip__shares	|__jsonequip__sheathtype	|__jsonequip__slotbak	|__jsonequip__speed	|__jsonequip__splpen	|__jsonequip__splcritstrkpct	|__jsonequip__splhitpct	|__jsonequip__str	|__jsonequip__spi	|__jsonequip__splheal	|__jsonequip__sta	|__jsonequip__splpwr	|__attainable	|__flags2
5256	Kovork's Rattle	2	inv_mace_16	83452							5				19673	72	38	1	0	18.33	75													72	38	18.33		3								30									7227			3	13	3				2					0	8192
19335	Spineshatter	4	inv_mace_06	383693				5							31862	184	99	1	0	54.42	105											1		184	99	54.42		2.6								60									128825			3	21	2.6				9			16		0	8192
15445	Hammer of Orgrimmar	2	inv_hammer_23	82986											28191	35	18	1	0	9.14	55													35	18	9.14		2.9																	1127			3	21	2.9				1			1		0	8192
9686	Spirit of the Faerie Dragon	2	inv_hammer_23	83510											19746	103	55	1	0	30.38	75													103	55	30.38		2.6																	25914			3	21	2.6							9		0	8192
2075	Priest's Mace	2	inv_mace_06	58992										515	5218	17	9	1	0	6.5	40													17	9	6.5		2								7									386			3	21	2									0	8192
14487	Bonechill Hammer	3	inv_hammer_13	34975											25096	127	68	1	0	40.63	90													127	68	40.63		2.4								57									53222			3	13	2.4									0	8192
865	Leaden Mace	2	inv_mace_03	447303										5999	5212	61	32	1	0	16.03	75													61	32	16.03		2.9								26									5096			3	13	2.9									0	8192
4978	Ryedol's Hammer	2	inv_hammer_04	61397											19741	62	33	1	0	19	75													62	33	19		2.5																	7976			3	21	2.5				6					0	8192
2079	Sergeant's Warhammer	2	inv_hammer_11	166753										1547	19637	24	12	1	0	8.57	50													24	12	8.57		2.1								12									933			3	13	2.1									0	8192
22315	Hammer of Revitalization	3	inv_hammer_02	83495											6798	141	75	1	0	40	90													141	75	40		2.7								56									49816			3	21	2.7						26	5		0	8192
12792	Volcanic Hammer	2	inv_hammer_06	83475											23267	113	60	1	0	34.6	75													113	60	34.6		2.5								53									39255			3	21	2.5									0	8192
22380	Simone's Cultivating Hammer	3	inv_hammer_05	8240											34860	97.65999756	50.66000175	1	0	41.2	90									6				97.65999756	50.66000175	41.2		1.8																	65675			3	21	1.8						37			0	8192
13401	The Cruel Hand of Timmy	3	inv_misc_bone_elfskull_01	83513											24111	94	50	1	0	40	90													94	50	40		1.8								56									51440			3	13	1.8									0	8192
3491	Heavy Bronze Mace	2	inv_mace_08	69519											5211	47	25	1	0	12.86	65													47	25	12.86		2.8								20									2741			3	21	2.8				4					0	8192
10838	Might of Hakkar	3	inv_mace_11	332862											19869	112	60	1	0	35.83	90													112	60	35.83		2.4								49									34665			3	21	2.4					5		11		0	8192
19104	Stormstrike Hammer	3	inv_hammer_21	286727											31612	150	80	1	0	42.59	90											1		150	80	42.59		2.7								60									64227			3	13	2.7				15					0	8192
15226	Giant Club	2	inv_hammer_16	3286										7999	28531	49	26	1	0	19.74	75													49	26	19.74		1.9								32									8755			3	21	1.9									0	8192
15222	Barbed Club	2	inv_hammer_08	237922										1350	28314	29	15	1	0	9.57	55													29	15	9.57		2.3								14									1219			3	21	2.3									0	8192
4122	Bookmaker's Scepter	2	inv_mace_01	61043											3498	59	31	1	0	19.57	75									6				59	31	19.57		2.3																	8384			3	21	2.3									0	8192
19890	Jin'do's Hexxer	4	inv_mace_17	4553											32588	134.4	64.40000153	1	0	41.42	105									9		1		134.4	64.40000153	41.42		2.4								60									88292			3	21	2.4		1				51	6		0	8192
3787	Stone Club	0	inv_mace_11	57481											19694	38	20	1	0	13.18	75													38	20	13.18		2.2								35									4289			3	21	2.2									0	8192
4569	Staunch Hammer	2	inv_hammer_08	407930										605	19778	21	11	1	0	7.27	45													21	11	7.27		2.2								9									612			3	21	2.2									0	8192
18376	Timeworn Mace	3	inv_mace_07	6261			120								30728	117	62	1	0	40.68	90													117	62	40.68		2.2								57									52306			3	13	2.2				7			11		0	8192
22322	The Jaw Breaker	3	inv_mace_15	83515											5199	84	45	1	0	40.31	90												1	84	45	40.31		1.6								56			1						53054			3	13	1.6									0	8192
1207	Murphstar	2	inv_mace_15	59761										8500	5223	59	31	1	0	21.43	75													59	31	21.43		2.1								34									9892			3	13	2.1									0	8192
17733	Fist of Stone	3	inv_hammer_17	83493											29910	83	44	1	0	35.28	90													83	44	35.28		1.8								48									34735			3	21	1.8					5		11		0	8192
1958	Petrified Shinbone	2	inv_misc_bone_01	58995										1400	1515	23	12	1	0	8.75	50													23	12	8.75		2								12									975			3	21	2							2		0	8192
10804	Fist of the Damned	2	inv_hammer_11	86405											19892	80	42	1	0	32.11	75													80	42	32.11		1.9								49									29551			3	13	1.9									0	8192
789	Stout Battlehammer	2	inv_hammer_08	58993										1900	19699	33	17	1	0	10.87	60													33	17	10.87		2.3								17									1969			3	21	2.3									0	8192
23464	High Warlord's Battle Mace	4	inv_hammer_02	231165											36078	154.8000008	85.79999866	1	0	41.48	105									8	6			154.8000008	85.79999866	41.48		2.9								60									45671			3	13	2.9						134	14		0	8192
15225	Sequoia Hammer	2	inv_hammer_08	443435										8999	28521	60	32	1	0	17.04	75													60	32	17.04		2.7								28									5958			3	21	2.7									0	8192
1009	Compact Hammer	2	inv_hammer_08	55512											8583	21	11	1	0	6.96	45													21	11	6.96		2.3																	490			3	21	2.3							1		0	8192
15224	Battlesmasher	2	inv_hammer_08	69470										2500	28318	45	24	1	0	12.78	65													45	24	12.78		2.7								20									2695			3	13	2.7									0	8192
1480	Fist of the People's Militia	2	inv_hammer_20	59735											9381	18	9	1	0	8.44	50													18	9	8.44		1.6																	954			3	21	1.6				2					0	8192
19293	Last Year's Mutton	1	inv_misc_food_18	208192											7462	82	44	1	0	31.5	75													82	44	31.5		2								50									19376			3	13	2									0	8192
21398	Hammer of the Gathering Storm	4	inv_mace22	86250								64			33731	136.9999969	62.00000153	1	0	41.46	105				502					9				136.9999969	62.00000153	41.46		2.4								60												3	21	2.4				7			10	53	0	8192
7946	Runed Mithril Hammer	2	inv_hammer_17	83460											15887	76	41	1	0	29.25	75													76	41	29.25		2								44									21660			3	21	2				7			4		0	8192
1608	Skullcrusher Mace	2	inv_misc_bone_elfskull_01	83465										16000	19743	99	53	1	0	28.15	75													99	53	28.15		2.7								42									18940			3	13	2.7									0	8192
15229	Blesswind Hammer	2	inv_hammer_02	69988											19735	90	48	1	0	32.86	75													90	48	32.86		2.1								50									31924			3	13	2.1									0	8192
21410	Gavel of Infinite Wisdom	4	inv_mace22	26649								16			33731	153.9999996	70.00000076	1	0	41.48	105				508					11	4			153.9999996	70.00000076	41.48		2.7								60												3	21	2.7						90	10		0	8192
827	Wicked Blackjack	2	inv_mace_01	460160										1500	3498	26	14	1	0	8.7	50													26	14	8.7		2.3								12									971			3	21	2.3				2					0	8192
18865	Grand Marshal's Punisher	4	inv_mace_13	55553						28					31955	207	138	1	0	59.48	105												1	207	138	59.48		2.9								60			1						49684			3	13	2.9							7		0	8192
6982	Umbral Mace	2	inv_mace_12	0								1			19652	23	12	1	0	7.61	50													23	12	7.61		2.3																	683			3	21	2.3							1		0	8192
4971	Skorn's Hammer	2	inv_hammer_09	135127											8572	23	12	1	0	6.48	40													23	12	6.48		2.7																	383			3	21	2.7				1					0	8192
13820	Clout Mace	0	inv_mace_01	43652											19716	58	31	1	0	19.35	75													58	31	19.35		2.3								49									12042			3	21	2.3									0	8192
15863	Grave Scepter	2	inv_mace_07	62766											5207	67	36	1	0	32.19	75									8				67	36	32.19		1.6																	28896			3	21	1.6					5				0	8192
8194	Goblin Nutcracker	2	inv_hammer_06	177783										10000	19721	72	38	1	0	25	75													72	38	25		2.2								38									13877			3	13	2.2									0	8192
23454	Grand Marshal's Warhammer	4	inv_hammer_02	7857											36064	154.8000008	85.79999866	1	0	41.48	105									8	6			154.8000008	85.79999866	41.48		2.9								60									45671			3	13	2.9						134	14		0	8192
5757	Hardwood Cudgel	2	inv_mace_11	0											8803	34	18	1	0	10	55													34	18	10		2.6																	1363			7	21	2.6				2			2		0	8192
22942	The Widow's Embrace	4	inv_mace_29	3091											35642	115.5300007	42.53000011	1	0	41.59	105									12		1		115.5300007	42.53000011	41.59		1.9								60									189114			3	13	1.9					14	161	12		0	8192
2848	Bronze Mace	1	inv_mace_08	83436											5198	34	18	1	0	10	60													34	18	10		2.6								17									1119			3	21	2.6									0	8192
13028	Bludstone Hammer	3	inv_hammer_19	83482											28681	110	59	1	0	40.24	90													110	59	40.24		2.1								56									52605			3	21	2.1					12		5		0	8192
1158	Solid Metal Club	1	inv_mace_01	448698											19643	16	8	1	0	4.44	40													16	8	4.44		2.7																	146			3	21	2.7									0	8192
1394	Driftwood Club	2	inv_mace_10	72801										600	5204	17	9	1	0	7.65	50													17	9	7.65		1.7								10									740			3	21	1.7							1		0	8192
4563	Billy Club	1	inv_mace_01	43243										100	4609	11	6	1	0	3.86	35													11	6	3.86		2.2								4									110			3	21	2.2									0	8192
18866	High Warlord's Bludgeon	4	inv_hammer_20	83522						28					31751	207	138	1	0	59.48	105												1	207	138	59.48		2.9								60			1						49861			3	13	2.9							7		0	8192
5587	Thornroot Club	2	inv_mace_15	65960											19648	19	10	1	0	6.9	45													19	10	6.9		2.1																	512			3	21	2.1							1		0	8192
18321	Energetic Rod	3	inv_mace_13	83490											30915	107	71	1	0	38.7	90									5				107	71	38.7		2.3								54									49320			3	21	2.3								14	0	8192
11906	Beastsmasher	2	inv_hammer_23	83445											28075	90	48	1	0	32.86	75													90	48	32.86		2.1																	32723			3	21	2.1									0	8192
1440	Gnoll Skull Basher	2	inv_hammer_11	68977										1675	8570	34	18	1	0	9.63	55													34	18	9.63		2.7								14									1230			3	21	2.7				2			2		0	8192
3223	Frostmane Scepter	2	inv_mace_07	804127										14	19624	17	9	1	0	5.91	40													17	9	5.91		2.2								6									306			3	21	2.2							1		0	8192
20666	Hardened Steel Warhammer	3	inv_hammer_14	83497											33120	138	74	1	0	40.77	90									6		1		138	74	40.77		2.6								57									52306			3	13	2.6						11	10		0	8192
3570	Bonegrinding Pestle	2	inv_mace_06	78804											5197	26	13	1	0	8.13	50													26	13	8.13		2.4																	839			3	21	2.4				2					0	8192
7117	Heirloom Hammer	2	inv_hammer_12	83450								1			19776	23	12	1	0	7.61	50													23	12	7.61		2.3																	688			3	21	2.3							1		0	8192
19292	Last Month's Mutton	1	inv_misc_food_18	79096											31777	54	29	1	0	16.6	75													54	29	16.6		2.5								29									4022			3	13	2.5									0	8192
6651	Broken Wine Bottle	1	inv_drink_10	65127											18652	12	6	1	0	5.29	40													12	6	5.29		1.7								7									234			3	13	1.7									0	8192
2844	Copper Mace	1	inv_mace_01	52536										188	2861	11	6	1	0	3.86	35													11	6	3.86		2.2								4									106			3	21	2.2									0	8192
22713	Zulian Scepter of Rites	3	inv_waepon_bow_zulgrub_d_01	122777											35116	142.9000046	71.90000153	1	0	41.31	90									8	4	1		142.9000046	71.90000153	41.31		2.6								60									74410			3	13	2.6						26	9		0	8192
18671	Baron Charr's Sceptre	3	inv_mace_08	83476											31119	132	70	1	0	38.85	90													132	70	38.85		2.6								54									45184			3	21	2.6				5					0	8192
7328	Thun'grim's Mace	2	inv_mace_12	83473								1			19649	23	12	1	0	7.61	50													23	12	7.61		2.3																	701			3	21	2.3							1		0	8192
1296	Blackrock Mace	2	inv_mace_06	58204										1700	5195	35	18	1	0	10.6	60													35	18	10.6		2.5								16									1681			3	21	2.5				3					0	8192
21715	Sand Polished Hammer	4	inv_mace_24	21490						20					34339	181	97	1	0	53.46	105											1	1	181	97	53.46		2.6								60			1						120142			3	13	2.6							9		0	8192
15227	Diamond-Tip Bludgeon	2	inv_mace_15	69989										55000	28508	91	49	1	0	29.17	75													91	49	29.17		2.4								44									21925			3	13	2.4									0	8192
21466	Stinger of Ayamiss	4	inv_mace23	55566											33838	136.3999969	63.39999847	1	0	41.62	105									7				136.3999969	63.39999847	41.62		2.4								60									99935			3	21	2.4		1					9	36	0	8192
17003	Skullstone Hammer	2	inv_misc_bone_orcskull_01	69881											28835	128	68	1	0	36.3	75									9				128	68	36.3		2.7																	44982			3	21	2.7					3		4		0	8192
4948	Stinging Mace	2	inv_mace_01	83469											5009	18	9	1	0	5.87	40													18	9	5.87		2.3																	326			3	21	2.3				1					0	8192
15228	Smashing Star	2	inv_misc_bone_elfskull_01	349079										12200	28512	115	62	1	0	31.61	75													115	62	31.61		2.8								48									28308			3	13	2.8									0	8192
6983	Haggard's Hammer	2	inv_hammer_08	0								1			19773	23	12	1	0	7.61	50													23	12	7.61		2.3																	685			3	21	2.3							1		0	8192
1389	Kobold Mining Mallet	1	inv_hammer_09	53480										50	8575	9	4	1	0	2.83	30													9	4	2.83		2.3								2									58			3	21	2.3									0	8192
1926	Weighted Sap	2	inv_mace_06	68979										530	5225	22	12	1	0	7.73	50													22	12	7.73		2.2								10									687			3	21	2.2				1					0	8192
2267	Stonesplinter Mace	2	inv_mace_12	59637										600	5208	20	10	1	0	7.5	50													20	10	7.5		2								10									711			3	21	2							1		0	8192
1823	Bludgeoning Cudgel	0	inv_mace_10	54791											6794	16	8	1	0	6.67	60													16	8	6.67		1.8								17									779			3	21	1.8									0	8192
2492	Cudgel	1	inv_torch_unlit	462985					284						12992	7	3	1	0	2.78	30													7	3	2.78		1.8								2									56			3	13	1.8									0	8192
1938	Block Mallet	2	inv_hammer_15	83447											8565	26	14	1	0	11.11	60													26	14	11.11		1.8								17									1962			3	21	1.8							3		0	8192
2028	Hammer	1	inv_hammer_15	463000					5065						22119	30	16	1	0	9.58	60													30	16	9.58		2.4								16									1013			3	13	2.4									0	8192
2048	Anvilmar Hammer	1	inv_hammer_20	59526											19770	6	3	1	0	2.14	30													6	3	2.14		2.1																	25			3	21	2.1									0	8192
920	Wicked Spiked Mace	2	inv_mace_11	58989							4			2700	19703	42	22	1	0	12.8	65													42	22	12.8		2.5								20									2821			3	21	2.5									0	8192
1415	Carpenter's Mallet	0	inv_hammer_15	213865										55	19613	7	3	1	0	2.94	35													7	3	2.94		1.7								4									72			3	21	1.7									0	8192
19961	Gri'lek's Grinder	3	inv_mace_04	5455											32780	140	75	1	0	44.79	90													140	75	44.79		2.4								60									70537			3	13	2.4									0	8192
1214	Gnoll Punisher	2	inv_hammer_09	58994										1250	19625	27	14	1	0	8.54	50													27	14	8.54		2.4								12									930			3	21	2.4				2					0	8192
2130	Club	1	inv_mace_10	462982					54						22118	3	1	1	0	1.05	20													3	1	1.05		1.9								1									10			3	13	1.9									0	8192
1457	Shadowhide Mace	2	inv_mace_01	69456										3000	19683	32	17	1	0	11.14	60													32	17	11.14		2.2								17									1850			3	21	2.2							3		0	8192
